world_id,state_key,example_a,example_b,label_a,label_b,same_label,cosine_distance
eval_world_000000,final_prompt,eval_world_000000_prop_0000_para_00,eval_world_000000_prop_0000_para_01,Unknown,Unknown,True,0.007659196853637695
eval_world_000000,final_prompt,eval_world_000000_prop_0000_para_00,eval_world_000000_prop_0000_para_02,Unknown,Unknown,True,0.018914461135864258
eval_world_000000,final_prompt,eval_world_000000_prop_0000_para_00,eval_world_000000_prop_0000_para_03,Unknown,Unknown,True,0.0068625807762146
eval_world_000000,final_prompt,eval_world_000000_prop_0000_para_00,eval_world_000000_prop_0000_para_04,Unknown,Unknown,True,5.960464477539063e-08
eval_world_000000,final_prompt,eval_world_000000_prop_0000_para_00,eval_world_000000_prop_0000_para_05,Unknown,Unknown,True,0.007659196853637695
eval_world_000000,final_prompt,eval_world_000000_prop_0000_para_01,eval_world_000000_prop_0000_para_02,Unknown,Unknown,True,0.017452001571655273
eval_world_000000,final_prompt,eval_world_000000_prop_0000_para_01,eval_world_000000_prop_0000_para_03,Unknown,Unknown,True,0.014093518257141113
eval_world_000000,final_prompt,eval_world_000000_prop_0000_para_01,eval_world_000000_prop_0000_para_04,Unknown,Unknown,True,0.007659196853637695
eval_world_000000,final_prompt,eval_world_000000_prop_0000_para_01,eval_world_000000_prop_0000_para_05,Unknown,Unknown,True,5.960464477539063e-08
eval_world_000000,final_prompt,eval_world_000000_prop_0000_para_02,eval_world_000000_prop_0000_para_03,Unknown,Unknown,True,0.02980440855026245
eval_world_000000,final_prompt,eval_world_000000_prop_0000_para_02,eval_world_000000_prop_0000_para_04,Unknown,Unknown,True,0.018914461135864258
eval_world_000000,final_prompt,eval_world_000000_prop_0000_para_02,eval_world_000000_prop_0000_para_05,Unknown,Unknown,True,0.017452001571655273
eval_world_000000,final_prompt,eval_world_000000_prop_0000_para_03,eval_world_000000_prop_0000_para_04,Unknown,Unknown,True,0.0068625807762146
eval_world_000000,final_prompt,eval_world_000000_prop_0000_para_03,eval_world_000000_prop_0000_para_05,Unknown,Unknown,True,0.014093518257141113
eval_world_000000,final_prompt,eval_world_000000_prop_0000_para_04,eval_world_000000_prop_0000_para_05,Unknown,Unknown,True,0.007659196853637695
eval_world_000000,prompt_tail_mean,eval_world_000000_prop_0000_para_00,eval_world_000000_prop_0000_para_01,Unknown,Unknown,True,0.010131657123565674
eval_world_000000,prompt_tail_mean,eval_world_000000_prop_0000_para_00,eval_world_000000_prop_0000_para_02,Unknown,Unknown,True,0.021045029163360596
eval_world_000000,prompt_tail_mean,eval_world_000000_prop_0000_para_00,eval_world_000000_prop_0000_para_03,Unknown,Unknown,True,0.007836997509002686
eval_world_000000,prompt_tail_mean,eval_world_000000_prop_0000_para_00,eval_world_000000_prop_0000_para_04,Unknown,Unknown,True,1.7881393432617188e-07
eval_world_000000,prompt_tail_mean,eval_world_000000_prop_0000_para_00,eval_world_000000_prop_0000_para_05,Unknown,Unknown,True,0.010131657123565674
eval_world_000000,prompt_tail_mean,eval_world_000000_prop_0000_para_01,eval_world_000000_prop_0000_para_02,Unknown,Unknown,True,0.02032482624053955
eval_world_000000,prompt_tail_mean,eval_world_000000_prop_0000_para_01,eval_world_000000_prop_0000_para_03,Unknown,Unknown,True,0.016530394554138184
eval_world_000000,prompt_tail_mean,eval_world_000000_prop_0000_para_01,eval_world_000000_prop_0000_para_04,Unknown,Unknown,True,0.010131657123565674
eval_world_000000,prompt_tail_mean,eval_world_000000_prop_0000_para_01,eval_world_000000_prop_0000_para_05,Unknown,Unknown,True,0.0
eval_world_000000,prompt_tail_mean,eval_world_000000_prop_0000_para_02,eval_world_000000_prop_0000_para_03,Unknown,Unknown,True,0.036688923835754395
eval_world_000000,prompt_tail_mean,eval_world_000000_prop_0000_para_02,eval_world_000000_prop_0000_para_04,Unknown,Unknown,True,0.021045029163360596
eval_world_000000,prompt_tail_mean,eval_world_000000_prop_0000_para_02,eval_world_000000_prop_0000_para_05,Unknown,Unknown,True,0.02032482624053955
eval_world_000000,prompt_tail_mean,eval_world_000000_prop_0000_para_03,eval_world_000000_prop_0000_para_04,Unknown,Unknown,True,0.007836997509002686
eval_world_000000,prompt_tail_mean,eval_world_000000_prop_0000_para_03,eval_world_000000_prop_0000_para_05,Unknown,Unknown,True,0.016530394554138184
eval_world_000000,prompt_tail_mean,eval_world_000000_prop_0000_para_04,eval_world_000000_prop_0000_para_05,Unknown,Unknown,True,0.010131657123565674
