sample_id,window_size,h0_entropy_min,h0_entropy_max,h0_entropy_std,h0_total_persistence_std,dust_score_std
sample_0001,16,2.6116528989171632,2.694919485073147,0.020950270024458643,0.6043013447686965,0.0073945261017504
sample_0001,32,3.350042466021469,3.4176490679891667,0.01597400070180734,1.0270838364277706,0.004568558889403076
sample_0001,64,4.078059270745488,4.114111668737611,0.008775417656313554,1.6751310427516104,0.002102204967803779
sample_0002,16,2.6016583850316883,2.6983558598272888,0.021352898579511528,0.7737864559885159,0.0075366363158991
sample_0002,32,3.3112125794507823,3.41591276323581,0.022510514673058257,1.5274694331342418,0.006437999711806889
sample_0002,64,4.059187344550172,4.108687309733038,0.015861923433206665,1.864525149501017,0.003799820765934696
sample_0003,16,2.5912159990080506,2.698391952326255,0.023939434696384036,0.9256577545173967,0.008449570077946306
sample_0003,32,3.2998324502428624,3.4123576385148753,0.02299281058616022,1.0640382330637383,0.006575936182591912
sample_0003,64,4.004585481306869,4.101363454307225,0.02214612313657241,1.6372346424579267,0.005305239237451197
sample_0004,16,2.627138159360492,2.6963485311060267,0.016901815446990882,0.49884616815411276,0.005965599266445346
sample_0004,32,3.2871853983664643,3.409136580634006,0.032255740442245794,1.038999351181614,0.009225131041532221
sample_0004,64,4.035740632033675,4.108366534960854,0.024650064782596102,1.4211822352932793,0.005905073772229685
sample_0005,16,2.5925213339383704,2.701263669029095,0.020614379823917974,0.5866322790754305,0.007275971598523455
sample_0005,32,3.330646994925853,3.415797803214227,0.015492456801609778,0.8263201448239236,0.004430837494058681
sample_0005,64,4.047637274961371,4.108650181128465,0.014446442111755187,1.1370112782848096,0.0034607335586554024
sample_0006,16,2.626683134510693,2.6967724628622762,0.014163598601030045,0.6593094372039007,0.00499912886219415
sample_0006,32,3.328805894948689,3.4147642357727968,0.018298383000718024,0.8741008870387608,0.005233331454040445
sample_0006,64,4.068884953764198,4.119392838859486,0.016841114804932913,1.0166643175915437,0.00403439204751837
sample_0007,16,2.4914267759186686,2.7016952228747426,0.03818480604043822,0.7799002960613133,0.01347756113055603
sample_0007,32,3.297821863783384,3.4146830623211244,0.033816421850694334,1.3556042875173662,0.009671485405425985
sample_0007,64,4.034836536114929,4.103657855799839,0.018314088632595267,1.4278241619794982,0.004387251936270091
sample_0008,16,2.5703103922429493,2.6992550126953083,0.02351562931025107,0.93327529342813,0.008299985371583855
sample_0008,32,3.3188550219343815,3.411642637763956,0.022692833644150884,1.0870044219135437,0.006490142876918799
sample_0008,64,3.9887542373187332,4.115168597940088,0.026758172042598543,1.832357496555255,0.006410083759013843
sample_0009,16,2.621011641643496,2.6977376058342375,0.015192800287786246,0.7374262110052966,0.00536239190022657
sample_0009,32,3.321663744772578,3.420960659025844,0.018102409127988595,1.3309177686688294,0.005177282991600631
sample_0009,64,4.0550825144054565,4.1203249115508065,0.016933091372022955,1.9810362485068151,0.0040564255966702035
sample_0010,16,2.557269618635455,2.699243206272426,0.025304079997177622,0.7559762459172344,0.0089312299937645
sample_0010,32,3.2943024344421907,3.4160231607370615,0.027359401091858446,1.4384082975272625,0.007824779615341587
sample_0010,64,4.013202679623131,4.1173420529342595,0.027839844031067224,2.205326583267264,0.00666920489908369
